stop_id,stop_name,stop_lat,stop_lon,location_type,parent_station,platform_code
9021074071752000,Barkassbryggan Kalmar,56.661303,16.367422,1,,
9021074071918000,Uppsala stadszon,59.858533,17.646086,1,,
9021074071974000,Krokshallstorget,57.720817,12.935061,1,,
9021074072050000,Malmö Norra Vallgatan,55.607920,13.000086,1,,
9021074072220000,Falun Knutpunkten,60.604564,15.634954,1,,
9021074072520000,Storhogna M,62.494388,14.114145,1,,
9021074073664000,Lund Västra Stationstorget,55.705359,13.185715,1,,
9021074073734000,Halmstad Bredgatan,56.669068,12.863470,1,,
9021074073781000,Ronneby centrum,56.207371,15.280838,1,,
9021074074133000,Krylbo västra,60.130724,16.214143,1,,
9021074074413000,IKEA Hotell,56.552195,14.132739,1,,
9021074074532000,Vemdalsskalet Skistar Gästserv,62.481452,13.975165,1,,
9021074074615000,Halmstad C ReseC Laholmsvägen,56.670766,12.866879,1,,
9021074074657000,Björnrike torg,62.413043,13.949891,1,,
9021074075147000,Norrköping båtkajen,58.594769,16.192183,1,,
9021074076077000,Enköping Station norra,59.645164,17.093569,1,,
9021074076297000,Njurunda Resecentrum,62.268407,17.376870,1,,
9021074076705000,Eskilstuna Kyrkogatan,59.368619,16.516083,1,,
9021074079000000,Borlänge stadszon,60.482455,15.427726,1,,
9021074079001000,Falun stadszon,60.603289,15.641624,1,,
9021074079002000,Ludvika stadszon,60.149918,15.182610,1,,
9021074079003000,Mora stadszon,61.003526,14.538909,1,,
9021074079004000,Stockholm Zon ABC,59.331548,18.060269,1,,
9021074079005000,Karlstad stadszon,59.378330,13.496705,1,,
9021074079006000,Växjö stadszon,56.876843,14.803621,1,,
9021074079007000,Jönköping stadszon,57.784705,14.163321,1,,
9021074079008000,Västerås kommun,59.607703,16.551707,1,,
9021074079011000,Gävle stadszon,60.676245,17.151188,1,,
9021074079013000,Söderhamn stadszon,61.299600,17.035680,1,,
9021074079014000,Hudiksvall stadszon,61.724494,17.109038,1,,
9021074079015000,Bollnäs stadszon,61.349734,16.391612,1,,
9021074079019000,Avesta stadszon,60.147081,16.166516,1,,
9021074079020000,Örebro tätort,59.278941,15.211344,1,,
9021080080600000,Muenchen Hbf,48.149412,11.788425,1,,
9021080080603000,Muenchen Ost,0,0,1,,
9021081082201000,Jenbach Zillertalbahn,0,0,1,,
9021076090001000,Oslo Bussterminal,59.911892,10.757074,1,,
